Discovery Facility,Discovery Year,Planet Name
K2,2019,EPIC 201833600 c
K2,2019,EPIC 201754305 d
K2,2019,EPIC 201615463 c
K2,2019,EPIC 201497682 b
K2,2019,EPIC 201238110 b
Paranal Observatory,2019,NGTS-5 b
Las Campanas Observatory,2019,HIP 35173 b
La Silla Observatory,2019,HD 92987 b
Transiting Exoplanet Survey Satellite (TESS),2019,WASP-126 c
HATSouth,2019,HATS-55 b
HATSouth,2019,HATS-56 b
HATSouth,2019,HATS-57 b
Las Campanas Observatory,2019,HD 8326 b
KELT-North,2019,KELT-24 b
KELT-North,2019,KELT-23 A b
Transiting Exoplanet Survey Satellite (TESS),2019,L 98-59 b
Transiting Exoplanet Survey Satellite (TESS),2019,L 98-59 c
Transiting Exoplanet Survey Satellite (TESS),2019,L 98-59 d
Las Campanas Observatory,2019,HD 103949 b
Transiting Exoplanet Survey Satellite (TESS),2019,LHS 3844 b
Las Campanas Observatory,2019,HD 102843 b
HATSouth,2019,HATS-70 b
Transiting Exoplanet Survey Satellite (TESS),2019,LP 791-18 b
Transiting Exoplanet Survey Satellite (TESS),2019,LP 791-18 c
Calar Alto Observatory,2019,LSPM J2116+0234 b
Transiting Exoplanet Survey Satellite (TESS),2019,LTT 1445 A b
HATSouth,2019,HATS-54 b
HATSouth,2019,HATS-58 A b
KMTNet,2019,KMT-2016-BLG-1107L b
Las Campanas Observatory,2019,HD 64114 b
La Silla Observatory,2019,HD 92788 c
MOA,2019,MOA-bin-29 b
K2,2018,K2-221 b
W. M. Keck Observatory,2018,HD 72490 b
K2,2018,K2-177 b
K2,2018,K2-224 c
K2,2018,K2-224 b
K2,2018,K2-212 b
Kepler,2018,Kepler-730 c
K2,2018,K2-213 b
K2,2018,K2-170 c
K2,2018,K2-211 b
K2,2018,K2-182 b
K2,2018,K2-214 b
W. M. Keck Observatory,2018,HD 55696 b
K2,2018,K2-149 b
K2,2018,K2-170 b
K2,2018,K2-183 b
SuperWASP-South,2018,WASP-145 A b
K2,2018,K2-169 b
K2,2018,K2-168 b
Transiting Exoplanet Survey Satellite (TESS),2018,HD 219666 b
K2,2018,K2-225 b
K2,2018,K2-178 b
K2,2018,K2-226 b
Multiple Observatories,2018,HD 26965 b
K2,2018,K2-227 b
K2,2018,K2-210 b
K2,2018,K2-167 b
K2,2018,K2-228 b
K2,2018,K2-209 b
SuperWASP-South,2018,WASP-158 b
K2,2018,K2-166 b
SuperWASP-South,2018,WASP-144 b
Multiple Observatories,2018,HD 238914 b
K2,2018,K2-220 b
K2,2018,K2-180 b
K2,2018,K2-218 b
K2,2018,K2-223 b
K2,2018,K2-181 b
K2,2018,K2-222 b
K2,2018,K2-219 b
K2,2018,K2-219 c
K2,2018,K2-146 b
K2,2018,K2-175 b
K2,2018,K2-141 c
K2,2018,K2-141 b
La Silla Observatory,2018,IC 4651 9122 b
K2,2018,K2-219 d
Kepler,2018,Kepler-411 d
Kepler,2018,Kepler-411 e
K2,2018,K2-176 b
Roque de los Muchachos Observatory,2018,HD 220197 b
SuperWASP-South,2018,WASP-147 b
K2,2018,K2-148 c
K2,2018,K2-171 b
K2,2018,K2-172 b
K2,2018,K2-148 d
K2,2018,K2-172 c
Roque de los Muchachos Observatory,2018,HD 233832 b
K2,2018,K2-215 b
K2,2018,K2-216 b
K2,2018,K2-147 b
K2,2018,K2-208 b
K2,2018,K2-223 c
K2,2018,K2-148 b
K2,2018,K2-173 b
K2,2018,K2-217 b
K2,2018,K2-174 b
K2,2018,K2-165 d
K2,2018,K2-150 b
K2,2018,K2-207 b
K2,2018,K2-155 b
SuperWASP-South,2018,WASP-170 b
K2,2018,K2-190 b
K2,2018,K2-190 c
K2,2018,K2-191 b
K2,2018,K2-192 b
K2,2018,K2-187 e
K2,2018,K2-187 d
SuperWASP-South,2018,WASP-162 b
K2,2018,K2-187 c
K2,2018,K2-187 b
K2,2018,K2-186 b
K2,2018,K2-179 b
K2,2018,K2-185 c
K2,2018,K2-185 b
K2,2018,K2-184 b
SuperWASP-South,2018,WASP-161 b
K2,2018,K2-193 b
SuperWASP-South,2018,WASP-163 b
W. M. Keck Observatory,2018,HD 99706 c
K2,2018,K2-165 c
W. M. Keck Observatory,2018,HD 98736 b
SuperWASP-South,2018,WASP-164 b
K2,2018,K2-188 b
K2,2018,HD 89345 b
W. M. Keck Observatory,2018,HD 94834 b
K2,2018,K2-154 b
K2,2018,K2-229 c
W. M. Keck Observatory,2018,HD 95089 c
K2,2018,K2-153 b
K2,2018,K2-189 b
Kepler,2018,Kepler-1656 b
SuperWASP-South,2018,WASP-165 b
K2,2018,K2-189 c
K2,2018,K2-152 b
Kepler,2018,Kepler-1655 b
Kepler,2018,Kepler-1654 b
SuperWASP-South,2018,WASP-168 b
K2,2018,K2-154 c
SuperWASP-South,2018,WASP-172 b
SuperWASP-South,2018,WASP-173 A b
K2,2018,K2-194 b
K2,2018,K2-183 d
K2,2018,K2-201 b
K2,2018,K2-160 b
K2,2018,K2-161 b
K2,2018,K2-162 b
K2,2018,K2-201 c
SuperWASP-South,2018,WASP-159 b
K2,2018,K2-202 b
K2,2018,K2-203 b
K2,2018,K2-151 b
K2,2018,K2-163 b
K2,2018,K2-204 b
W. M. Keck Observatory,2018,HD 75784 c
K2,2018,K2-164 b
K2,2018,K2-205 b
K2,2018,K2-188 c
K2,2018,K2-165 b
K2,2018,K2-206 b
K2,2018,K2-200 b
K2,2018,K2-199 c
K2,2018,K2-159 b
K2,2018,K2-197 b
K2,2018,K2-195 b
SuperWASP-South,2018,WASP-174 b
W. M. Keck Observatory,2018,HD 4917 b
K2,2018,K2-155 c
K2,2018,K2-155 d
K2,2018,K2-195 c
K2,2018,K2-196 b
K2,2018,K2-198 b
K2,2018,K2-199 b
SuperWASP-South,2018,WASP-160 B b
K2,2018,K2-183 c
K2,2018,K2-156 b
W. M. Keck Observatory,2018,HD 33142 c
K2,2018,K2-157 b
K2,2018,K2-158 b
K2,2018,K2-158 c
K2,2018,K2-229 b
Mauna Kea Observatory,2018,UKIRT-2017-BLG-001L b
K2,2018,K2-334 b
Multiple Observatories,2018,CoRoT-20 c
K2,2018,K2-352 c
K2,2018,K2-352 d
Transiting Exoplanet Survey Satellite (TESS),2018,HD 1397 b
Transiting Exoplanet Survey Satellite (TESS),2018,pi Men c
Multiple Observatories,2018,BD+48 740 b
Okayama Astrophysical Observatory,2018,gam Lib c
W. M. Keck Observatory,2018,HD 13167 b
La Silla Observatory,2018,HD 126525 b
KMTNet,2018,KMT-2017-BLG-0165L b
Okayama Astrophysical Observatory,2018,gam Lib b
KMTNet,2018,KMT-2016-BLG-2142L b
K2,2018,K2-284 b
KMTNet,2018,KMT-2016-BLG-1820L b
KMTNet,2018,KMT-2016-BLG-1397L b
Multiple Facilities,2018,DE CVn b
KMTNet,2018,KMT-2016-BLG-0212L b
K2,2018,EPIC 211945201 b
K2,2018,EPIC 246851721 b
K2,2018,EPIC 248847494 b
W. M. Keck Observatory,2018,HD 116029 c
La Silla Observatory,2018,GJ 1132 c
Calar Alto Observatory,2018,GJ 1265 b
K2,2018,K2-348 c
K2,2018,K2-348 b
K2,2018,K2-344 b
K2,2018,K2-343 c
K2,2018,K2-285 c
K2,2018,K2-285 d
K2,2018,K2-285 e
K2,2018,K2-286 b
K2,2018,K2-287 b
K2,2018,K2-288 B b
Acton Sky Portal Observatory,2018,KPS-1 b
K2,2018,K2-295 b
Okayama Astrophysical Observatory,2018,24 Boo b
Kepler,2018,KOI-3680 b
Bohyunsan Optical Astronomical Observatory,2018,HD 158996 b
W. M. Keck Observatory,2018,HD 156279 c
Multiple Observatories,2018,TYC 3318-01333-1 b
K2,2018,K2-331 c
K2,2018,K2-333 b
OGLE,2018,OGLE-2014-BLG-1722L c
W. M. Keck Observatory,2018,HD 148164 c
W. M. Keck Observatory,2018,HD 148164 b
K2,2018,K2-341 b
W. M. Keck Observatory,2018,HD 14787 b
K2,2018,K2-342 b
W. M. Keck Observatory,2018,HD 114783 c
Roque de los Muchachos Observatory,2018,GJ 15 A c
W. M. Keck Observatory,2018,GJ 317 c
W. M. Keck Observatory,2018,HAT-P-11 c
HATSouth,2018,HATS-46 b
HATSouth,2018,HATS-45 b
HATSouth,2018,HATS-44 b
HATSouth,2018,HATS-43 b
HATSouth,2018,HATS-42 b
HATSouth,2018,HATS-41 b
HATSouth,2018,HATS-40 b
HATSouth,2018,HATS-39 b
HATSouth,2018,HATS-36 b
Paranal Observatory,2018,PDS 70 b
OGLE,2018,OGLE-2017-BLG-1522L b
OGLE,2018,OGLE-2017-BLG-1434L b
OGLE,2018,OGLE-2017-BLG-1140L b
OGLE,2018,OGLE-2017-BLG-0482L b
OGLE,2018,OGLE-2017-BLG-0373L b
Paranal Observatory,2018,NGTS-2 b
Paranal Observatory,2018,NGTS-3 A b
OGLE,2018,OGLE-2017-BLG-0173L b
OGLE,2018,OGLE-2011-BLG-0173L b
OGLE,2018,OGLE-2013-BLG-1761L b
K2,2018,K2-80 d
MOA,2018,MOA-2016-BLG-319L b
Roque de los Muchachos Observatory,2018,Gl 686 b
Calar Alto Observatory,2018,GJ 3779 b
Haute-Provence Observatory,2018,GJ 96 b
Multiple Observatories,2018,TCP J05074264+2447555 b
K2,2018,K2-230 b
Multiple Observatories,2018,LHS 1140 c
W. M. Keck Observatory,2018,HD 102329 c
K2,2018,Wolf 503 b
MOA,2018,MOA-2010-BLG-117L b
KELT-North,2018,KELT-21 b
MOA,2018,MOA-2011-BLG-291L b
MOA,2018,MOA-2015-BLG-337L b
HATSouth,2018,HATS-69 b
HATSouth,2018,HATS-68 b
HATSouth,2018,HATS-67 b
HATSouth,2018,HATS-66 b
HATSouth,2018,HATS-65 b
HATSouth,2018,HATS-64 b
HATSouth,2018,HATS-63 b
HATSouth,2018,HATS-62 b
HATSouth,2018,HATS-61 b
HATSouth,2018,HATS-60 b
HATSouth,2018,HATS-59 c
HATSouth,2018,HATS-59 b
K2,2018,K2-285 b
OGLE,2018,OGLE-2014-BLG-1722L b
K2,2018,K2-254 b
K2,2018,K2-254 c
K2,2018,K2-269 b
K2,2018,K2-270 b
K2,2018,K2-270 c
K2,2018,K2-260 b
K2,2018,K2-271 b
K2,2018,K2-251 b
K2,2018,K2-272 b
K2,2018,K2-273 b
K2,2018,K2-283 b
K2,2018,K2-274 b
K2,2018,K2-252 b
K2,2018,K2-275 b
K2,2018,K2-243 b
K2,2018,K2-275 c
Calar Alto Observatory,2018,HD 180617 b
K2,2018,K2-242 b
K2,2018,K2-268 c
K2,2018,K2-268 b
K2,2018,K2-266 e
K2,2018,K2-266 d
K2,2018,K2-248 b
K2,2018,K2-261 b
K2,2018,K2-247 c
K2,2018,K2-247 b
K2,2018,K2-246 b
K2,2018,K2-263 b
K2,2018,K2-264 b
K2,2018,K2-245 b
K2,2018,K2-250 b
K2,2018,K2-264 c
K2,2018,K2-265 b
K2,2018,K2-244 b
K2,2018,K2-243 c
K2,2018,K2-266 b
K2,2018,K2-266 c
K2,2018,K2-276 b
W. M. Keck Observatory,2018,HD 18015 b
W. M. Keck Observatory,2018,HD 180053 b
K2,2018,K2-258 b
K2,2018,K2-238 b
K2,2018,K2-237 b
K2,2018,K2-233 d
K2,2018,K2-233 c
K2,2018,K2-233 b
K2,2018,K2-259 b
K2,2018,K2-232 b
W. M. Keck Observatory,2018,HD 203473 b
K2,2018,K2-239 d
K2,2018,K2-257 b
K2,2018,K2-256 b
K2,2018,K2-255 b
W. M. Keck Observatory,2018,HD 217850 b
K2,2018,K2-281 b
K2,2018,K2-231 b
K2,2018,K2-282 b
K2,2018,K2-239 b
K2,2018,K2-239 c
K2,2018,K2-280 b
K2,2018,K2-240 b
K2,2018,K2-277 b
K2,2018,K2-278 b
K2,2018,K2-253 b
K2,2018,K2-241 b
W. M. Keck Observatory,2018,HD 211810 b
K2,2018,K2-240 c
K2,2018,K2-279 b
K2,2018,K2-249 b
La Silla Observatory,2018,HD 215152 b
La Silla Observatory,2018,HD 215152 c
La Silla Observatory,2018,HD 215152 d
La Silla Observatory,2018,HD 215152 e
Qatar,2017,Qatar-6 b
Qatar,2017,Qatar-4 b
Qatar,2017,Qatar-5 b
La Silla Observatory,2017,YZ Cet c
La Silla Observatory,2017,YZ Cet d
Qatar,2017,Qatar-3 b
K2,2017,K2-119 b
K2,2017,K2-136 b
K2,2017,K2-138 b
KELT,2017,KELT-16 b
KELT-North,2017,KELT-12 b
OGLE,2017,OGLE-2016-BLG-0263L b
OGLE,2017,OGLE-2016-BLG-0613L AB b
OGLE,2017,OGLE-2016-BLG-1190L b
OGLE,2017,OGLE-2016-BLG-1195L b
SuperWASP-South,2017,WASP-105 b
K2,2017,K2-137 b
La Silla Observatory,2017,YZ Cet b
Multiple Facilities,2017,PSR B0329+54 b
KELT-South,2017,KELT-11 b
Parkes Observatory,2017,PSR J2322-2650 b
K2,2017,GJ 9827 d
K2,2017,GJ 9827 c
K2,2017,GJ 9827 b
K2,2017,K2-136 c
K2,2017,K2-136 d
La Silla Observatory,2017,GJ 3138 b
La Silla Observatory,2017,Ross 128 b
K2,2017,K2-140 b
Multiple Observatories,2017,tau Cet g
K2,2017,K2-139 b
K2,2017,K2-129 b
K2,2017,K2-128 b
K2,2017,K2-138 f
K2,2017,K2-127 b
K2,2017,K2-126 b
K2,2017,K2-105 b
K2,2017,K2-125 b
K2,2017,K2-107 b
K2,2017,K2-108 b
Roque de los Muchachos Observatory,2017,TYC 4282-00605-1 b
K2,2017,K2-110 b
K2,2017,K2-111 b
K2,2017,K2-124 b
K2,2017,K2-113 b
K2,2017,K2-114 b
K2,2017,K2-115 b
K2,2017,K2-116 b
K2,2017,K2-117 b
K2,2017,K2-117 c
K2,2017,K2-118 b
K2,2017,K2-123 b
K2,2017,K2-122 b
K2,2017,K2-121 b
K2,2017,K2-120 b
K2,2017,K2-138 e
Multiple Observatories,2017,TRAPPIST-1 h
Multiple Observatories,2017,TRAPPIST-1 g
Multiple Facilities,2017,TAP 26 b
Multiple Observatories,2017,TRAPPIST-1 f
Multiple Observatories,2017,GJ 625 b
Roque de los Muchachos Observatory,2017,GJ 3942 b
Multiple Observatories,2017,tau Cet h
La Silla Observatory,2017,GJ 3323 c
La Silla Observatory,2017,GJ 3323 b
La Silla Observatory,2017,GJ 3293 e
La Silla Observatory,2017,GJ 3293 d
La Silla Observatory,2017,GJ 3138 d
Paranal Observatory,2017,HIP 65426 b
La Silla Observatory,2017,GJ 3138 c
Multiple Observatories,2017,HIP 67537 b
La Silla Observatory,2017,GJ 273 c
La Silla Observatory,2017,GJ 273 b
K2,2017,K2-133 d
K2,2017,K2-133 c
Calar Alto Observatory,2017,GJ 1148 c
Roque de los Muchachos Observatory,2017,Kepler-19 d
K2,2017,K2-133 b
K2,2017,K2-132 b
K2,2017,K2-131 b
CoRoT,2017,CoRoTID 223977153 b
K2,2017,K2-130 b
Multiple Observatories,2017,BD+03 2562 b
Multiple Observatories,2017,tau Cet e
Multiple Observatories,2017,tau Cet f
Kepler,2017,Kepler-448 c
Multiple Observatories,2017,TRAPPIST-1 e
Kepler,2017,Kepler-80 g
K2,2017,HD 106315 b
OGLE,2017,OGLE-2013-BLG-1721L b
Multiple Facilities,2017,WASP-81 b
Multiple Observatories,2017,HD 40956 b
Kepler,2017,Kepler-90 i
Haute-Provence Observatory,2017,HD 42012 b
Multiple Observatories,2017,WASP-167 b
K2,2017,K2-138 d
Calar Alto Observatory,2017,HD 147379 b
La Silla Observatory,2017,K2-18 c
Multiple Facilities,2017,WASP-53 b
SuperWASP,2017,WASP-156 b
SuperWASP,2017,WASP-153 b
SuperWASP-South,2017,WASP-151 b
Kepler,2017,KIC 5095269 b
Bohyunsan Optical Astronomical Observatory,2017,HD 113996 b
Multiple Observatories,2017,HD 111591 b
Multiple Facilities,2017,WASP-53 c
Haute-Provence Observatory,2017,HD 17674 b
K2,2017,HD 106315 c
W. M. Keck Observatory,2017,HD 3167 d
Multiple Observatories,2017,HD 208897 b
La Silla Observatory,2017,HD 20794 e
La Silla Observatory,2017,HD 27894 c
La Silla Observatory,2017,HD 27894 d
Kepler,2017,Kepler-150 f
Haute-Provence Observatory,2017,HD 29021 b
La Silla Observatory,2017,HD 177565 b
Multiple Observatories,2017,HD 176986 b
Multiple Observatories,2017,HD 34445 c
Multiple Observatories,2017,HD 34445 d
Multiple Observatories,2017,HD 34445 e
Multiple Observatories,2017,HD 34445 f
Multiple Observatories,2017,HD 34445 g
Multiple Observatories,2017,HD 176986 c
KELT-North,2017,KELT-9 b
SuperWASP-South,2017,WASP-91 b
MEarth Project,2017,LHS 1140 b
MOA,2017,MOA-2016-BLG-227L b
HATSouth,2017,HATS-52 b
Kepler,2017,Kepler-1649 b
HATSouth,2017,HATS-51 b
HATSouth,2017,HATS-50 b
Kepler,2017,Kepler-1650 b
Kepler,2017,Kepler-1651 b
Kepler,2017,Kepler-1652 b
Kepler,2017,Kepler-1653 b
Multiple Observatories,2017,MXB 1658-298 b
Multiple Observatories,2017,NGC 2682 Sand 978 b
Paranal Observatory,2017,NGTS-1 b
HATSouth,2017,HATS-24 b
HATSouth,2017,HATS-23 b
HATSouth,2017,HATS-22 b
SuperWASP-South,2017,WASP-107 b
KELT,2017,KELT-19 A b
HATNet,2017,HAT-P-67 b
KELT-North,2017,KELT-18 b
OGLE,2017,OGLE-2013-BLG-0132L b
HATSouth,2017,HATS-53 b
K2,2017,K2-138 c
Multiple Observatories,2017,MASCARA-1 b
Multiple Observatories,2017,MOA-2012-BLG-006L b
Multiple Observatories,2017,HD 76920 b
KELT-North,2017,KELT-20 b
MOA,2017,MOA-2012-BLG-505L b
Kepler,2016,Kepler-466 b
Kepler,2016,Kepler-476 b
Kepler,2016,Kepler-475 b
Kepler,2016,Kepler-474 b
Kepler,2016,Kepler-497 b
Kepler,2016,Kepler-498 b
Kepler,2016,Kepler-499 b
Kepler,2016,Kepler-500 b
Kepler,2016,Kepler-510 b
Kepler,2016,Kepler-501 b
Kepler,2016,Kepler-502 b
Kepler,2016,Kepler-460 c
Kepler,2016,Kepler-477 b
Kepler,2016,Kepler-473 b
Kepler,2016,Kepler-504 b
Kepler,2016,Kepler-472 b
Kepler,2016,Kepler-505 b
Kepler,2016,Kepler-506 b
Kepler,2016,Kepler-466 c
Kepler,2016,Kepler-507 b
Kepler,2016,Kepler-511 b
Kepler,2016,Kepler-471 b
Kepler,2016,Kepler-470 b
Kepler,2016,Kepler-508 b
Kepler,2016,Kepler-513 b
Kepler,2016,Kepler-468 b
Kepler,2016,Kepler-467 b
Kepler,2016,Kepler-496 b
Kepler,2016,Kepler-465 b
Kepler,2016,Kepler-492 b
Kepler,2016,Kepler-478 b
Kepler,2016,Kepler-461 b
Kepler,2016,Kepler-512 b
Kepler,2016,Kepler-463 b
Kepler,2016,Kepler-462 b
Kepler,2016,Kepler-493 b
Kepler,2016,Kepler-491 b
Kepler,2016,Kepler-490 b
Kepler,2016,Kepler-489 b
Kepler,2016,Kepler-516 b
Kepler,2016,Kepler-517 b
Kepler,2016,Kepler-488 b
Kepler,2016,Kepler-518 b
Kepler,2016,Kepler-487 c
Kepler,2016,Kepler-487 b
Kepler,2016,Kepler-494 b
Kepler,2016,Kepler-486 b
Kepler,2016,Kepler-495 b
Kepler,2016,Kepler-485 b
Kepler,2016,Kepler-484 b
Kepler,2016,Kepler-509 b
Kepler,2016,Kepler-483 b
Kepler,2016,Kepler-482 b
Kepler,2016,Kepler-481 b
Kepler,2016,Kepler-519 b
Kepler,2016,Kepler-480 b
Kepler,2016,Kepler-479 b
Kepler,2016,Kepler-464 b
Kepler,2016,Kepler-515 b
Kepler,2016,Kepler-514 b
Kepler,2016,Kepler-458 c
Kepler,2016,Kepler-1535 b
Kepler,2016,Kepler-436 c
Kepler,2016,Kepler-1433 b
Kepler,2016,Kepler-1435 b
Kepler,2016,Kepler-1436 b
Kepler,2016,Kepler-1437 b
Kepler,2016,Kepler-1438 b
Kepler,2016,Kepler-1439 b
Kepler,2016,Kepler-1440 b
Kepler,2016,Kepler-1441 b
Kepler,2016,Kepler-1442 b
Kepler,2016,Kepler-1443 b
Kepler,2016,Kepler-1444 b
Kepler,2016,Kepler-1445 b
Kepler,2016,Kepler-1446 b
Kepler,2016,Kepler-1447 b
Kepler,2016,Kepler-1448 b
Kepler,2016,Kepler-1449 b
Kepler,2016,Kepler-1450 b
Kepler,2016,Kepler-1451 b
Kepler,2016,Kepler-1452 b
Kepler,2016,Kepler-1453 b
Kepler,2016,Kepler-1434 b
Kepler,2016,Kepler-1432 b
Kepler,2016,Kepler-411 c
Kepler,2016,Kepler-1431 b
Kepler,2016,Kepler-1412 b
Kepler,2016,Kepler-1413 b
Kepler,2016,Kepler-1414 b
Kepler,2016,Kepler-1415 b
Kepler,2016,Kepler-1416 b
Kepler,2016,Kepler-1417 b
Kepler,2016,Kepler-1418 b
Kepler,2016,Kepler-1419 b
Kepler,2016,Kepler-1420 b
Kepler,2016,Kepler-1421 b
Kepler,2016,Kepler-1422 b
Kepler,2016,Kepler-1423 b
Kepler,2016,Kepler-1424 b
Kepler,2016,Kepler-1425 b
Kepler,2016,Kepler-1426 b
Kepler,2016,Kepler-1427 b
Kepler,2016,Kepler-1428 b
Kepler,2016,Kepler-1429 b
Kepler,2016,Kepler-1430 b
Kepler,2016,Kepler-1454 b
Kepler,2016,Kepler-1455 b
Kepler,2016,Kepler-1456 b
Kepler,2016,Kepler-1457 b
Kepler,2016,Kepler-1478 b
Kepler,2016,Kepler-1479 b
Kepler,2016,Kepler-148 d
Kepler,2016,Kepler-1480 b
Kepler,2016,Kepler-1481 b
Kepler,2016,Kepler-1482 b
Kepler,2016,Kepler-1483 b
Kepler,2016,Kepler-1484 b
Kepler,2016,Kepler-1485 b
Kepler,2016,Kepler-1486 b
Kepler,2016,Kepler-1487 b
Kepler,2016,Kepler-1488 b
Kepler,2016,Kepler-1489 b
Kepler,2016,Kepler-1490 b
Kepler,2016,Kepler-1491 b
Kepler,2016,Kepler-1492 b
Kepler,2016,Kepler-1493 b
Kepler,2016,Kepler-1494 b
Kepler,2016,Kepler-1495 b
Kepler,2016,Kepler-1477 b
Kepler,2016,Kepler-1476 b
Kepler,2016,Kepler-1475 b
Kepler,2016,Kepler-1465 b
Kepler,2016,Kepler-1458 b
Kepler,2016,Kepler-1459 b
Kepler,2016,Kepler-1460 b
Kepler,2016,Kepler-1461 b
Kepler,2016,Kepler-1462 b
Kepler,2016,Kepler-1463 b
Kepler,2016,Kepler-1464 b
Kepler,2016,Kepler-1464 c
Kepler,2016,Kepler-1466 b
Kepler,2016,Kepler-1474 b
Kepler,2016,Kepler-1467 b
Kepler,2016,Kepler-1468 b
Kepler,2016,Kepler-1468 c
Kepler,2016,Kepler-1469 b
Kepler,2016,Kepler-1470 b
Kepler,2016,Kepler-1471 b
Kepler,2016,Kepler-1472 b
Kepler,2016,Kepler-1473 b
Kepler,2016,Kepler-1411 b
Kepler,2016,Kepler-1410 b
Kepler,2016,Kepler-1409 b
Kepler,2016,Kepler-1369 b
Kepler,2016,Kepler-1350 c
Kepler,2016,Kepler-1351 b
Kepler,2016,Kepler-1352 b
Kepler,2016,Kepler-1353 b
Kepler,2016,Kepler-1354 b
Kepler,2016,Kepler-1355 b
Kepler,2016,Kepler-1356 b
Kepler,2016,Kepler-1357 b
Kepler,2016,Kepler-1358 b
Kepler,2016,Kepler-1359 b
Kepler,2016,Kepler-1360 b
Kepler,2016,Kepler-1361 b
Kepler,2016,Kepler-1362 b
Kepler,2016,Kepler-1363 b
Kepler,2016,Kepler-1364 b
Kepler,2016,Kepler-1365 b
Kepler,2016,Kepler-1365 c
Kepler,2016,Kepler-1366 b
Kepler,2016,Kepler-1367 b
Kepler,2016,Kepler-1350 b
Kepler,2016,Kepler-1349 b
Kepler,2016,Kepler-1348 b
Kepler,2016,Kepler-1337 b
Kepler,2016,Kepler-1330 b
Kepler,2016,Kepler-1331 b
Kepler,2016,Kepler-1332 b
Kepler,2016,Kepler-1333 b
Kepler,2016,Kepler-1334 b
Kepler,2016,Kepler-1335 b
Kepler,2016,Kepler-1336 b
Kepler,2016,Kepler-1336 c
Kepler,2016,Kepler-1338 b
Kepler,2016,Kepler-1347 b
Kepler,2016,Kepler-1339 b
Kepler,2016,Kepler-1340 b
Kepler,2016,Kepler-1341 b
Kepler,2016,Kepler-1342 b
Kepler,2016,Kepler-1343 b
Kepler,2016,Kepler-1344 b
Kepler,2016,Kepler-1345 b
Kepler,2016,Kepler-1346 b
Kepler,2016,Kepler-1368 b
Kepler,2016,Kepler-1370 b
Kepler,2016,Kepler-1408 b
Kepler,2016,Kepler-1370 c
Kepler,2016,Kepler-1389 b
Kepler,2016,Kepler-1390 b
Kepler,2016,Kepler-1391 b
Kepler,2016,Kepler-1392 b
Kepler,2016,Kepler-1393 b
Kepler,2016,Kepler-1394 b
Kepler,2016,Kepler-1395 b
Kepler,2016,Kepler-1396 b
Kepler,2016,Kepler-1397 b
Kepler,2016,Kepler-1398 b
Kepler,2016,Kepler-1398 c
Kepler,2016,Kepler-1400 b
Kepler,2016,Kepler-1401 b
Kepler,2016,Kepler-1402 b
Kepler,2016,Kepler-1403 b
Kepler,2016,Kepler-1404 b
Kepler,2016,Kepler-1405 b
Kepler,2016,Kepler-1406 b
Kepler,2016,Kepler-1407 b
Kepler,2016,Kepler-1388 e
Kepler,2016,Kepler-1388 d
Kepler,2016,Kepler-1388 c
Kepler,2016,Kepler-1378 b
Kepler,2016,Kepler-1371 b
Kepler,2016,Kepler-1371 c
Kepler,2016,Kepler-1372 b
Kepler,2016,Kepler-1373 b
Kepler,2016,Kepler-1374 b
Kepler,2016,Kepler-1375 b
Kepler,2016,Kepler-1376 b
Kepler,2016,Kepler-1377 b
Kepler,2016,Kepler-1379 b
Kepler,2016,Kepler-1388 b
Kepler,2016,Kepler-1380 b
Kepler,2016,Kepler-1381 b
Kepler,2016,Kepler-1382 b
Kepler,2016,Kepler-1383 b
Kepler,2016,Kepler-1384 b
Kepler,2016,Kepler-1385 b
Kepler,2016,Kepler-1386 b
Kepler,2016,Kepler-1387 b
Kepler,2016,Kepler-1496 b
Kepler,2016,Kepler-1498 b
Kepler,2016,Kepler-1499 b
Kepler,2016,Kepler-1625 b
Kepler,2016,Kepler-1605 b
Kepler,2016,Kepler-1606 b
Kepler,2016,Kepler-1607 b
Kepler,2016,Kepler-1608 b
Kepler,2016,Kepler-1609 b
Kepler,2016,Kepler-1610 b
Kepler,2016,Kepler-1611 b
Kepler,2016,Kepler-1612 b
Kepler,2016,Kepler-1613 b
Kepler,2016,Kepler-1614 b
Kepler,2016,Kepler-1615 b
Kepler,2016,Kepler-1616 b
Kepler,2016,Kepler-1617 b
Kepler,2016,Kepler-1618 b
Kepler,2016,Kepler-1619 b
Kepler,2016,Kepler-1620 b
Kepler,2016,Kepler-1621 b
Kepler,2016,Kepler-1622 b
Kepler,2016,Kepler-1623 b
Kepler,2016,Kepler-1604 b
Kepler,2016,Kepler-1603 b
Kepler,2016,Kepler-1602 b
Kepler,2016,Kepler-1591 b
Kepler,2016,Kepler-1583 b
Kepler,2016,Kepler-1584 b
Kepler,2016,Kepler-1585 b
Kepler,2016,Kepler-1586 b
Kepler,2016,Kepler-1587 b
Kepler,2016,Kepler-1588 b
Kepler,2016,Kepler-1589 b
Kepler,2016,Kepler-1590 b
Kepler,2016,Kepler-1592 b
Kepler,2016,Kepler-1601 b
Kepler,2016,Kepler-1593 b
Kepler,2016,Kepler-1594 b
Kepler,2016,Kepler-1595 b
Kepler,2016,Kepler-1596 b
Kepler,2016,Kepler-1597 b
Kepler,2016,Kepler-1598 b
Kepler,2016,Kepler-1599 b
Kepler,2016,Kepler-1600 b
Kepler,2016,Kepler-1624 b
